onset	duration	sample	stimuli	name	response_time	value
6.582	0	6583	ALLIGATO	DIN1	1052	1
11.082	0	11083	APPLE	DIN1	1030	1
15.582	0	15583	ARM	DIN1	1268	1
21.082	0	21083	Scrambled	DIN1	-1	1
26.582	0	26583	TELEVISI	DIN1	1090	1
31.081	0	31082	Scrambled	DIN1	-1	1
36.582	0	36583	BEAR	DIN1	924	1
42.081	0	42082	BED	DIN1	971	1
46.581	0	46582	BELL	DIN1	1748	1
51.081	0	51082	BENCH	DIN1	1143	1
55.581	0	55582	Scrambled	DIN1	-1	1
61.081	0	61082	BRAIN	DIN1	1342	1
65.581	0	65582	Scrambled	DIN1	-1	1
70.081	0	70082	CACTUS	DIN1	1069	1
75.581	0	75582	CATERPIL	DIN1	1269	1
80.081	0	80082	Scrambled	DIN1	-1	1
84.581	0	84582	Scrambled	DIN1	-1	1
90.081	0	90082	DINOSAUR	DIN1	1383	1
94.581	0	94582	DOLPHIN	DIN1	822	1
100.081	0	100082	EAR	DIN1	1210	1
105.581	0	105582	LADDER	DIN1	1168	1
111.081	0	111082	Scrambled	DIN1	-1	1
115.581	0	115582	Scrambled	DIN1	-1	1
120.081	0	120082	Scrambled	DIN1	-1	1
125.581	0	125582	FOOT	DIN1	872	1
131.081	0	131082	FOX	DIN1	1098	1
135.581	0	135582	GARBAGEC	DIN1	1270	1
141.081	0	141082	Scrambled	DIN1	-1	1
146.581	0	146582	HAMMER	DIN1	1229	1
151.08	0	151081	TURTLE	DIN1	954	1
155.58	0	155581	Scrambled	DIN1	-1	1
160.08	0	160081	HIPPOPOT	DIN1	1586	1
165.58	0	165581	HOUSE	DIN1	1053	1
171.08	0	171081	IGLOO	DIN1	1230	1
176.58	0	176581	JELLYFIS	DIN1	Rien	0
181.08	0	181081	KANGAROO	DIN1	1307	1
186.58	0	186581	EYE	DIN1	1242	1
191.08	0	191081	Scrambled	DIN1	-1	1
195.58	0	195581	LAMP	DIN1	1276	1
200.08	0	200081	Scrambled	DIN1	-1	1
204.58	0	204581	WHALE	DIN1	913	1
210.08	0	210081	Scrambled	DIN1	-1	1
215.58	0	215581	MOTORCYC	DIN1	930	1
220.08	0	220081	MOUNTAIN	DIN1	1663	1
224.58	0	224581	MOUSE	DIN1	1096	1
229.08	0	229081	MUSHROOM	DIN1	1078	1
234.58	0	234581	NOSE	DIN1	909	1
240.08	0	240081	Scrambled	DIN1	-1	1
244.58	0	244581	PANDA	DIN1	1250	1
249.08	0	249081	PANTS	DIN1	755	1
253.58	0	253581	PYRAMID	DIN1	2198	1
258.079	0	258080	RABBIT	DIN1	2508	1
263.58	0	263581	Scrambled	DIN1	-1	1
268.08	0	268081	ROPE	DIN1	1327	1
272.579	0	272580	Scrambled	DIN1	-1	1
277.079	0	277080	SCISSORS	DIN1	945	1
281.579	0	281580	SCORPION	DIN1	1479	1
287.079	0	287080	Scrambled	DIN1	-1	1
292.579	0	292580	SHARK	DIN1	1291	1
298.079	0	298080	SKELETON	DIN1	1137	1
303.579	0	303580	SNAIL	DIN1	1371	1
309.079	0	309080	SNAKE	DIN1	1520	1
314.579	0	314580	SPIDER	DIN1	1239	1
319.079	0	319080	Scrambled	DIN1	-1	1
