onset	duration	sample	stimuli	name	response_time	value
6.94	0	6941	PARACHUT	DIN1	1045	1
12.44	0	12441	RULER	DIN1	1023	1
16.94	0	16941	FISH	DIN1	713	1
22.44	0	22441	TENTE	DIN1	843	1
26.94	0	26941	TURTLE	DIN1	997	1
31.44	0	31441	FOX	DIN1	839	1
36.94	0	36941	BANANA	DIN1	985	1
41.44	0	41441	EAR	DIN1	739	1
45.94	0	45941	UMBRELLA	DIN1	787	1
50.44	0	50441	LEG	DIN1	732	1
55.94	0	55941	frenchcr	DIN1	679	1
61.44	0	61441	MOON	DIN1	849	1
65.94	0	65941	FLOWER	DIN1	739	1
71.44	0	71441	KITE	DIN1	710	1
76.94	0	76941	SANDWICH	DIN1	648	1
81.439	0	81440	LLAMA	DIN1	1074	1
85.939	0	85940	ANCHOR	DIN1	740	1
90.439	0	90440	BENCH	DIN1	757	1
94.939	0	94940	BOW	DIN1	758	1
100.439	0	100440	DOLPHIN	DIN1	696	1
104.939	0	104940	LOCK	DIN1	697	1
109.439	0	109440	CHIMNEY	DIN1	787	1
114.939	0	114940	FEATHER	DIN1	797	1
119.438	0	119439	JELLYFIS	DIN1	775	1
124.938	0	124939	LEOPARD	DIN1	1114	1
129.437	0	129438	CHEESE	DIN1	715	1
134.938	0	134939	STRAWBER	DIN1	734	1
140.438	0	140439	PINEAPPL	DIN1	664	1
145.938	0	145939	ONION	DIN1	730	1
150.438	0	150439	rugbybal	DIN1	780	1
154.938	0	154939	TABLE	DIN1	757	1
160.438	0	160439	GRAPES	DIN1	679	1
165.938	0	165939	ARROW	DIN1	634	1
170.438	0	170439	SALTSHAK	DIN1	739	1
175.938	0	175939	TENNISRA	DIN1	790	1
181.438	0	181439	APPLE	DIN1	1233	1
185.938	0	185939	PALMTREE	DIN1	882	1
191.438	0	191439	LIGHTBUL	DIN1	1645	1
195.938	0	195939	SPIDER	DIN1	661	1
200.437	0	200438	RHINOCER	DIN1	Rien	0
204.937	0	204938	AXE	DIN1	584	1
209.437	0	209438	TELEVISI	DIN1	969	1
214.937	0	214938	ALLIGATO	DIN1	724	1
220.437	0	220438	BALL	DIN1	999	1
224.937	0	224938	WELL	DIN1	744	1
230.436	0	230437	LADDER	DIN1	547	1
235.937	0	235938	PLUG	DIN1	853	1
241.436	0	241437	RING	DIN1	655	1
246.936	0	246937	MOTORCYC	DIN1	658	1
251.436	0	251437	THUMB	DIN1	803	1
255.936	0	255937	BELT	DIN1	741	1
260.435	0	260436	LEAF	DIN1	1062	1
265.936	0	265937	CACTUS	DIN1	657	1
270.436	0	270437	LAMP	DIN1	779	1
275.936	0	275937	RAKE	DIN1	789	1
280.436	0	280437	CRAB	DIN1	607	1
285.936	0	285937	HAT	DIN1	1040	1
291.436	0	291437	TOMATO	DIN1	1411	1
295.936	0	295937	GARBAGEC	DIN1	764	1
301.436	0	301437	BOOT	DIN1	727	1
306.936	0	306937	CLOWN	DIN1	666	1
312.435	0	312436	BARREL	DIN1	1204	1
317.935	0	317936	CAKE	DIN1	719	1
322.435	0	322436	SOCK	DIN1	768	1
326.935	0	326936	SUITCASE	DIN1	905	1
331.435	0	331436	TOTEMPOL	DIN1	690	1
335.935	0	335936	FLAG	DIN1	676	1
341.435	0	341436	BALLOON	DIN1	622	1
345.935	0	345936	DINOSAUR	DIN1	696	1
350.435	0	350436	CROWN	DIN1	577	1
354.934	0	354935	BED	DIN1	690	1
359.434	0	359435	STARFISH	DIN1	652	1
363.934	0	363935	SHARK	DIN1	526	1
369.434	0	369435	SCORPION	DIN1	632	1
374.934	0	374935	RABBIT	DIN1	587	1
380.434	0	380435	DRESS	DIN1	748	1
384.934	0	384935	YOYO	DIN1	638	1
390.434	0	390435	PEAR	DIN1	873	1
395.934	0	395935	HOUSE	DIN1	795	1
401.434	0	401435	LADYBUG	DIN1	774	1
