onset	duration	sample	stimuli	name	response_time	value
10.882	0	10883	 horse.wav	DIN1	1340	1
16.881	0	16882	 bicycle.wav	DIN1	2124	1
22.881	0	22882	 fire.wav	DIN1	1246	1
28.881	0	28882	 canary.wav	DIN1	1340	1
34.881	0	34882	 car.wav	DIN1	1350	1
39.881	0	39882	 chair.wav	DIN1	Rien	0
44.881	0	44882	 clearingthroat.wav	DIN1	1901	1
50.881	0	50882	 coin.wav	DIN1	1371	1
56.881	0	56882	 cricket.wav	DIN1	1389	1
62.881	0	62882	 cutlery.wav	DIN1	Rien	0
68.881	0	68882	 donkey.wav	DIN1	1674	1
73.881	0	73882	 drum.wav	DIN1	1619	1
78.881	0	78882	 elephant.wav	DIN1	1723	1
84.881	0	84882	 whistlehuman.wav	DIN1	1513	1
89.881	0	89882	 firetruck.wav	DIN1	2689	1
95.881	0	95882	 fly.wav	DIN1	1557	1
101.881	0	101882	 wind.wav	DIN1	1668	1
106.881	0	106882	 gong.wav	DIN1	2073	1
111.881	0	111882	 guitar.wav	DIN1	1668	1
117.881	0	117882	 budgie.wav	DIN1	Rien	0
123.88	0	123881	 laugh.wav	DIN1	1367	1
129.882	0	129883	 machinegun.wav	DIN1	2161	1
135.88	0	135881	 match.wav	DIN1	Rien	0
141.881	0	141882	 mosquitos.wav	DIN1	1508	1
147.881	0	147882	 burp.wav	DIN1	Rien	0
153.881	0	153882	 owl.wav	DIN1	1759	1
158.881	0	158882	 parrot.wav	DIN1	Rien	0
163.881	0	163882	 phone.wav	DIN1	1566	1
168.881	0	168882	 pig.wav	DIN1	1651	1
174.881	0	174882	 plane.wav	DIN1	Rien	0
180.881	0	180882	 rain.wav	DIN1	2290	1
185.88	0	185881	 rooster.wav	DIN1	2287	1
190.881	0	190882	 sheep.wav	DIN1	1502	1
195.88	0	195881	 snore.wav	DIN1	2028	1
201.881	0	201882	 toilet.wav	DIN1	1586	1
207.881	0	207882	 trumpet.wav	DIN1	1552	1
212.881	0	212882	 vacuum.wav	DIN1	1811	1
217.881	0	217882	 whip.wav	DIN1	2209	1
222.88	0	222881	 sneeze.wav	DIN1	1666	1
228.881	0	228882	 windchimes.wav	DIN1	1812	1
234.88	0	234881	 yawn.wav	DIN1	1621	1
239.88	0	239881	 wolf.wav	DIN1	1376	1
245.879	0	245880	 chicken.wav	DIN1	1522	1
251.88	0	251881	 whistle.wav	DIN1	1532	1
256.88	0	256881	 waterbubbling.wav	DIN1	1683	1
262.879	0	262880	 turkey.wav	DIN1	1424	1
267.88	0	267881	 train.wav	DIN1	1524	1
273.88	0	273881	 tambourine.wav	DIN1	Rien	0
279.879	0	279880	 noisyminer.wav	DIN1	2102	1
284.881	0	284882	 saxophone.wav	DIN1	2404	1
289.88	0	289881	 river.wav	DIN1	2662	1
295.88	0	295881	 radio.wav	DIN1	1773	1
301.88	0	301881	 cat.wav	DIN1	1205	1
306.88	0	306881	 piano.wav	DIN1	1234	1
311.88	0	311881	 pen.wav	DIN1	1778	1
316.88	0	316881	 paper.wav	DIN1	1865	1
321.88	0	321881	 ocean.wav	DIN1	1773	1
327.88	0	327881	 musicbox.wav	DIN1	2171	1
332.88	0	332881	 monkey.wav	DIN1	1547	1
337.88	0	337881	 maracas.wav	DIN1	Rien	0
342.88	0	342881	 lion.wav	DIN1	1717	1
347.88	0	347881	 baby.wav	DIN1	1702	1
352.879	0	352880	 helicopter.wav	DIN1	1269	1
357.879	0	357880	 bee.wav	DIN1	1809	1
363.88	0	363881	 gargle.wav	DIN1	Rien	0
368.879	0	368880	 footsteps.wav	DIN1	1992	1
373.88	0	373881	 flute.wav	DIN1	1692	1
379.878	0	379879	 firealarm.wav	DIN1	1426	1
384.879	0	384880	 duck.wav	DIN1	2018	1
389.879	0	389880	 door.wav	DIN1	1627	1
394.878	0	394879	 dog.wav	DIN1	1414	1
399.88	0	399881	 crow.wav	DIN1	1795	1
405.878	0	405879	 cow.wav	DIN1	1351	1
410.879	0	410880	 clock.wav	DIN1	Rien	0
415.879	0	415880	 pigeon.wav	DIN1	2024	1
421.88	0	421881	 cannon.wav	DIN1	Rien	0
426.879	0	426880	 goose.wav	DIN1	1940	1
432.879	0	432880	 frog.wav	DIN1	1335	1
438.88	0	438881	 broom.wav	DIN1	Rien	0
444.879	0	444880	 kookaburra.wav	DIN1	Rien	0
